,node,betweenness_unweighted,betweenness_weighted,in_degree,out_degree
1522,6e1dbfafd08f97ec,0.0,0.0,0,1
1523,6e2524f9c1f26ed6,0.0,0.0,0,1
1524,6e2f2fe91c5291cc,0.0,0.0,0,1
1525,6e52ae1083e50d4f,0.0,0.0,0,1
1526,6e56067541c2fc3d,0.0,0.0,0,1
1527,6e5a3d824cd8bc22,0.0,0.0,0,1
1528,6e6f3662a5dbe8cd,0.0,0.0,0,1
1529,6e7f22acc92edc6d,0.0,0.0,0,1
1530,6ea1d6bf6014598d,0.0,0.0,0,1
1531,6ea215209a413bd0,0.0,0.0,0,1
1532,6ea5d724359c0cb4,0.0,0.0,0,1
1533,6eb12044b370b869,0.0,0.0,0,1
1534,6ed1452f26ad9e0c,0.0,0.0,0,1
1535,6ef0e741cd965847,0.0,0.0,0,1
1536,6f0e6682446be50f,0.0,0.0,0,1
1537,6f0ebbf5852dbf0b,0.0,0.0,0,1
1538,6f6c018477373c8b,0.0,0.0,0,1
1539,6f75562c3834efbf,0.0,0.0,0,1
1540,6f76044b1b311a21,0.0,0.0,0,1
1541,6f81e2eb22d71835,0.0,0.0,0,1
1542,6f8b2093d53eeb0c,0.0,0.0,0,1
1543,6fb1d0a924a30665,0.0,0.0,0,1
1544,6fb1f5e55f3313aa,0.0,0.0,0,1
1545,6fd0598e23f277b1,0.0,0.0,0,1
1546,6fee8ef28f00947e,0.0,0.0,0,1
1547,6fee90dfa7ae9784,0.0,0.0,0,1
1548,6ff1a6725c207ed2,0.0,0.0,0,1
1549,70045c4478613302,0.0,0.0,0,1
1550,702356ff679318a7,0.0,0.0,0,1
1551,7027817c295889ec,0.0,0.0,0,1
1552,703ee8acc34127e0,0.0,0.0,0,1
1553,7063deaa8f028f49,0.0,0.0,0,1
1554,706af1397ebaeed8,0.0,0.0,0,1
1555,7072f17888c5ff54,0.0,0.0,0,1
1556,70a71986e3227f96,0.0,0.0,0,1
1557,70bfd2eda6ce8af6,0.0,0.0,0,1
1558,70cf0f0c4dc8ee1a,0.0,0.0,0,1
1559,70db786ece40a244,0.0,0.0,0,1
1560,70e4a9da0174fc9a,0.0,0.0,0,1
1561,70e87dacf9008d9c,0.0,0.0,0,1
1562,7111a8d59146b0c8,0.0,0.0,0,1
1563,71358a2ac9ac01fd,0.0,0.0,0,1
1564,713705278f73bea9,0.0,0.0,0,1
1565,71548d1dd5fd596a,0.0,0.0,0,1
1566,7165fed5bcee4519,0.0,0.0,0,1
1567,7168341c9bf07a60,0.0,0.0,0,1
1568,719a0576000a919c,0.0,0.0,0,1
1569,71b58262bd75e432,0.0,0.0,0,1
1570,71bf5147dcc4dcc3,0.0,0.0,0,1
1571,71bf7739ec750110,0.0,0.0,0,1
1572,71dc9c3a77765597,0.0,0.0,0,1
1573,71df0d6a314f75cf,0.0,0.0,0,1
1574,71e204045d11a3ef,0.0,0.0,0,1
1575,71f1e47c38acd940,0.0,0.0,0,1
1576,722ad25d6b958fd4,0.0,0.0,0,1
1577,723f755818a108f9,0.0,0.0,0,1
1578,723fbe460c1543c8,0.0,0.0,0,1
1579,724533789ddac545,0.0,0.0,0,1
1580,7250fc4e84bac877,0.0,0.0,0,1
1581,72745883b492be1d,0.0,0.0,0,1
1582,7280b81d8f94f0bd,0.0,0.0,0,1
1583,72a93a5404e26f5d,0.0,0.0,0,1
1584,72aa5dc913a374d3,0.0,0.0,0,1
1585,72de8e833c0ee3f9,0.0,0.0,0,1
1586,72def62f116b9916,0.0,0.0,0,1
1587,72e92f3b63ae2ef3,0.0,0.0,0,1
1588,72f6c63150a4c1e9,0.0,0.0,0,1
1589,72fde322e63d1f8a,0.0,0.0,0,1
1590,731fd20577f796b5,0.0,0.0,0,1
1591,732ae4bfd2906101,0.0,0.0,0,1
1592,732c481c0f279fc2,0.0,0.0,0,1
1593,7345feacc9f35833,0.0,0.0,0,1
1594,734ef87a73d91b57,0.0,0.0,0,1
1595,7358876f6b53c3a2,0.0,0.0,0,1
1596,7362f4f01daec2ef,0.0,0.0,0,1
1597,736ba52c897182bb,0.0,0.0,0,1
1598,737b763e3cafd7d0,0.0,0.0,0,1
1599,737b979a4cc5224d,0.0,0.0,0,1
1600,73a455731e537bbe,0.0,0.0,0,1
1601,73be4de3d5fc4586,0.0,0.0,0,1
1602,73c966b521909645,0.0,0.0,0,1
1603,73cc001e478b53fa,0.0,0.0,0,1
1604,73d1acd702e068b9,0.0,0.0,0,1
1605,7401490b391f1e18,0.0,0.0,0,1
1606,7401efc298999df5,0.0,0.0,0,1
1607,741477f04f404d2b,0.0,0.0,0,1
1608,741d1f153acae9dc,0.0,0.0,0,1
1609,741e4c90f267773e,0.0,0.0,0,1
1610,743509ba2e6c8632,0.0,0.0,0,1
1611,746646f247b5eb5f,0.0,0.0,0,1
1612,749ccbe5e8bae753,0.0,0.0,0,1
1613,749e7e55cefd8c39,0.0,0.0,0,1
1614,74ce72c7f8527839,0.0,0.0,0,1
1615,74d70d51954c1c42,0.0,0.0,0,1
1616,74e31d58a2178601,0.0,0.0,0,1
1617,75061983e153ee8b,0.0,0.0,0,1
1618,75126f652a361c95,0.0,0.0,0,1
1619,752303ee47cdd1a4,0.0,0.0,0,1
1620,75343a23beef59eb,0.0,0.0,0,1
1621,7537091d91657bd7,0.0,0.0,0,1
1622,753a9e997edcf927,0.0,0.0,0,1
1623,7544f45385d6e297,0.0,0.0,0,1
1624,75735fa182106f4f,0.0,0.0,0,1
1625,7596ab7a7ae0b48d,0.0,0.0,0,1
1626,75a0f0004e32ac0c,0.0,0.0,0,1
1627,75b9a4f26a1db6a5,0.0,0.0,0,1
1628,75effad1ffb47b60,0.0,0.0,0,1
1629,75f6956dc671c684,0.0,0.0,0,1
1630,75faaa2fe2e87d96,0.0,0.0,0,1
1631,760027b15ae78fb3,0.0,0.0,0,1
1632,760099e4dc1c7fbb,0.0,0.0,0,1
1633,7620402dc5328917,0.0,0.0,0,1
1634,7621db462fccae98,0.0,0.0,0,1
1635,76491eaffb67c5dd,0.0,0.0,0,1
1636,7657428385d4bf2b,0.0,0.0,0,1
1637,7658a95a56def5f7,0.0,0.0,0,1
1638,765f941fd67a0070,0.0,0.0,0,1
1639,7661e3649915f956,0.0,0.0,0,1
1640,766a374a128786ff,0.0,0.0,0,1
1641,7681034bbf1bc911,0.0,0.0,0,1
1642,768b6a441ca5b650,0.0,0.0,0,1
1643,76bcb01286c5d2d5,0.0,0.0,0,1
1644,76cad78898a1b845,0.0,0.0,0,1
1645,76cc8c5d699f3e09,0.0,0.0,0,1
1646,76fd2687e3ec314b,0.0,0.0,0,1
1647,76fd9e9baeac6a2a,0.0,0.0,0,1
1648,770bd43d7203df9c,0.0,0.0,0,1
1649,7725168c895a71c9,0.0,0.0,0,1
1650,7742cb5c263469f9,0.0,0.0,0,1
1651,7753c7c0cc9acae2,0.0,0.0,0,1
1652,775ce1ac9ef2a93c,0.0,0.0,0,1
1653,777f4a29d8f361af,0.0,0.0,0,1
1654,777fc7e486a7dfa6,0.0,0.0,0,1
1655,77962f1107392bc1,0.0,0.0,0,1
1656,779961160a848046,0.0,0.0,0,1
1657,77a1fb3e7d0ca09b,0.0,0.0,0,1
1658,77b189107739f563,0.0,0.0,0,1
1659,77bfb229fa87de4b,0.0,0.0,0,1
1660,7809aac75c3f4225,0.0,0.0,0,1
1661,781e6ce1844c392f,0.0,0.0,0,1
1662,782ab08ae0c56784,0.0,0.0,0,1
1663,7845e6ef6568d8d4,0.0,0.0,0,1
1664,7846682cf63298b6,0.0,0.0,0,1
1665,785777a540974056,0.0,0.0,0,1
1666,785d95be7e4c5608,0.0,0.0,0,1
1667,78632c6c9c5fd865,0.0,0.0,0,1
1668,786bd915841a106f,0.0,0.0,0,1
1669,7873cc4e2e5ed349,0.0,0.0,0,1
1670,78bad4573240bfb3,0.0,0.0,0,1
1671,78be502366c4d2f3,0.0,0.0,0,1
1672,78f25586d6912dbc,0.0,0.0,0,1
1673,78f6f0107300648b,0.0,0.0,0,1
1674,78f7b035f5dcc83e,0.0,0.0,0,1
1675,78fcc24c6aa70c93,0.0,0.0,0,1
1676,7938a833d0f8f372,0.0,0.0,0,1
1677,794d51e700625297,0.0,0.0,0,1
1678,797c7ec22c0fd573,0.0,0.0,0,1
1679,79817b9623af338f,0.0,0.0,0,1
1680,7985b752112ba4ff,0.0,0.0,0,1
1681,799fcdd5f02472ac,0.0,0.0,0,1
1682,79a914cb57063496,0.0,0.0,0,1
1683,79d0a4ddf59eb04b,0.0,0.0,0,1
1684,79d4d895d42333f8,0.0,0.0,0,1
1685,79dab3c7ae07724b,0.0,0.0,0,1
1686,79e1265013f6572e,0.0,0.0,0,1
1687,79e8d34f4c78d652,0.0,0.0,0,1
1688,79f748f86867df69,0.0,0.0,0,1
1689,7a081cd5c8fb487b,0.0,0.0,0,1
1690,7a28b90f0904f064,0.0,0.0,0,1
1691,7a28dca02ed0040f,0.0,0.0,0,1
1692,7a32f9451633fc8a,0.0,0.0,0,1
1693,7a911f92e8bc7371,0.0,0.0,0,1
1694,7abc395faeced08a,0.0,0.0,0,1
1695,7abc501049ae714c,0.0,0.0,0,1
1696,7af3e70b9c7d3913,0.0,0.0,0,1
1697,7af4a07c10510ebe,0.0,0.0,0,1
1698,7b1146084bfa3eea,0.0,0.0,0,1
1699,7b3657743a688e00,0.0,0.0,0,1
1700,7b57ae4595acbede,0.0,0.0,0,1
1701,7b583ec6ea5f3be9,0.0,0.0,0,1
1702,7b858a22731f9ed9,0.0,0.0,0,1
1703,7b866cddbd70d40d,0.0,0.0,0,1
1704,7b89c570718520cd,0.0,0.0,0,1
1705,7bb3eb792d381d50,0.0,0.0,0,1
1706,7bbf3ab289fd865a,0.0,0.0,0,1
1707,7bc90414da89dfed,0.0,0.0,0,1
1708,7beb4dbcc9bc4374,0.0,0.0,0,1
1709,7bf7c2880d054c24,0.0,0.0,0,1
1710,7c0ed6b012a78d41,0.0,0.0,0,1
1711,7c230b3d9074c4b3,0.0,0.0,0,1
1712,7c36e24b00410648,0.0,0.0,0,1
1713,7c46809af2cdaad0,0.0,0.0,0,1
1714,7c470c2cf04853e7,0.0,0.0,0,1
1715,7c57f44ed186553d,0.0,0.0,0,1
1716,7c5db9f2d062915c,0.0,0.0,0,1
1717,7c6e992cc82a4cf0,0.0,0.0,0,1
1718,7c717ff0a6d969f5,0.0,0.0,0,1
1719,7c8c75fdfc09d882,0.0,0.0,0,1
1720,7c8fdc29126d5637,0.0,0.0,0,1
1721,7cac664d6fbfd7da,0.0,0.0,0,1
1722,7cad0cdfe2a21966,0.0,0.0,0,1
1723,7ce2162a8ac3d364,0.0,0.0,0,1
1724,7ce3487edb809ec5,0.0,0.0,0,1
1725,7d00362744a986cf,0.0,0.0,0,1
1726,7d0625e3a6f02d1c,0.0,0.0,0,1
1727,7d112d0dddd1000f,0.0,0.0,0,1
1728,7d76a2d632ef93f4,0.0,0.0,0,1
1729,7d8bd440d11b7b9c,0.0,0.0,0,1
1730,7d8ea25694fff77d,0.0,0.0,0,1
1731,7da699906ab4b7ce,0.0,0.0,0,1
1732,7db2f97b706fe946,0.0,0.0,0,1
1733,7dbe4c1d33a01549,0.0,0.0,0,1
1734,7dd5bd61ef5a4b86,0.0,0.0,0,1
1735,7de34864a463f074,0.0,0.0,0,1
1736,7e1b9de312182b39,0.0,0.0,0,1
1737,7e33a77f6338cb99,0.0,0.0,0,1
1738,7e49f7c281371c52,0.0,0.0,0,1
1739,7e4e9433bd5ebbc6,0.0,0.0,0,1
1740,7e5852210d28f403,0.0,0.0,0,1
1741,7e61fd5ad3cb7505,0.0,0.0,0,1
1742,7e69e20e0f024061,0.0,0.0,0,1
1743,7e8ab12392f18b6f,0.0,0.0,0,1
1744,7eb6c21d10437e6f,0.0,0.0,0,1
1745,7ecf8f1ba5b8c67f,0.0,0.0,0,1
1746,7edfebfbaa1e57d1,0.0,0.0,0,1
1747,7ef694b6a733da99,0.0,0.0,0,1
1748,7efb4b964c73e152,0.0,0.0,0,1
1749,7f1c649b50335821,0.0,0.0,0,1
1750,7f322beee7950147,0.0,0.0,0,1
1751,7f3357a8e9ab3e88,0.0,0.0,0,1
1752,7f3902077a59a2a5,0.0,0.0,0,1
1753,7f3f47c591422202,0.0,0.0,0,1
1754,7f5742610df9651c,0.0,0.0,0,1
1755,7f5b6eaa77e189f7,0.0,0.0,0,1
1756,7f5d6fc164a9c813,0.0,0.0,0,1
1757,7f68dfd861b37cf3,0.0,0.0,0,1
1758,7f7a65e95fea8639,0.0,0.0,0,1
1759,7f87a72a89991086,0.0,0.0,0,1
1760,7f8de745f199d8bd,0.0,0.0,0,1
1761,7f9a8261eb857248,0.0,0.0,0,1
1762,7fa9132f6f5e96ce,0.0,0.0,0,1
1763,7fae72e2f4b4d46e,0.0,0.0,0,1
1764,7fb4b9f8268646ac,0.0,0.0,0,1
1765,7fbf98bec049c7d7,0.0,0.0,0,1
1766,7ffa1600d83094c8,0.0,0.0,0,1
1767,7ffea3cf31abfd6c,0.0,0.0,0,1
1768,800a6cb02adfc011,0.0,0.0,0,1
1769,802cfd61fa147493,0.0,0.0,0,1
1770,8077f6eb0bb3e9b9,0.0,0.0,0,1
1771,807a78a31a6e1b40,0.0,0.0,0,1
1772,80a0d1b72b150308,0.0,0.0,0,1
1773,80a79d1139357f08,0.0,0.0,0,1
1774,80b5edfe05b539d4,0.0,0.0,0,1
1775,80bf96582ee6ac9a,0.0,0.0,0,1
1776,80ce926907a3d3e4,0.0,0.0,0,1
1777,80d34a747d5a63d5,0.0,0.0,0,1
1778,80d531c098a399dc,0.0,0.0,0,1
1779,80dd075ff3e06028,0.0,0.0,0,1
1780,80eb04710deda09a,0.0,0.0,0,1
1781,80f46e4122490b28,0.0,0.0,0,1
1782,817b837d89ff7273,0.0,0.0,0,1
1783,819497b10e2b871e,0.0,0.0,0,1
1784,8198b0467da38221,0.0,0.0,0,1
1785,81998436df844311,0.0,0.0,0,1
1786,819a05c47931fb74,0.0,0.0,0,1
1787,81c0430facf946e5,0.0,0.0,0,1
1788,81c1f7f06c6cb8ed,0.0,0.0,0,1
1789,81d36323af371bf1,0.0,0.0,0,1
1790,81f86fc4bde52760,0.0,0.0,0,1
1791,822e3315f9a052f1,0.0,0.0,0,1
1792,8250080f1f99351c,0.0,0.0,0,1
1793,82526d998340a22f,0.0,0.0,0,1
1794,825e1b7c4de9c652,0.0,0.0,0,1
1795,8287394fedf60b00,0.0,0.0,0,1
1796,82ae5fb3d77aef38,0.0,0.0,0,1
1797,82c0a83dfe39e668,0.0,0.0,0,1
1798,82d01c0452cd97be,0.0,0.0,0,1
1799,82e2801f84726298,0.0,0.0,0,1
1800,82eadcc172b077d5,0.0,0.0,0,1
1801,82ebbf318a4fdb75,0.0,0.0,0,1
1802,82ef1311d648e4e5,0.0,0.0,0,1
1803,830952589679b78b,0.0,0.0,0,1
1804,8327676c097bd4c3,0.0,0.0,0,1
1805,8333d51e11368fbe,0.0,0.0,0,1
1806,833602017b0c06e4,0.0,0.0,0,1
1807,835580f7d9a89669,0.0,0.0,0,1
1808,835800376868b3ef,0.0,0.0,0,1
1809,83650c8ef6921c3c,0.0,0.0,0,1
1810,83696014c8e16a2f,0.0,0.0,0,1
1811,837a608a1e001503,0.0,0.0,0,1
1812,8384b23b365d1c71,0.0,0.0,0,1
1813,838fc99b9f4887f2,0.0,0.0,0,1
1814,8399e3e759e6e144,0.0,0.0,0,1
1815,83a054c89648206d,0.0,0.0,0,1
1816,83aea4987dbc82c8,0.0,0.0,0,1
1817,83bf9a08fba38bc5,0.0,0.0,0,1
1818,83cf43b06b9bcd70,0.0,0.0,0,1
1819,83d1d8c661191e43,0.0,0.0,0,1
1820,83e71a9d265bd45d,0.0,0.0,0,1
1821,841d40e845a7b15e,0.0,0.0,0,1
1822,8447c728989efeaa,0.0,0.0,0,1
1823,844e8ea621132f94,0.0,0.0,0,1
1824,846e7dbf74476b39,0.0,0.0,0,1
1825,84705b5d280ea292,0.0,0.0,0,1
1826,849342d921f1cfdd,0.0,0.0,0,1
1827,84a0cd0834a84fa4,0.0,0.0,0,1
1828,84ad5bd780c637f0,0.0,0.0,0,1
1829,84bde43f0ac22a68,0.0,0.0,0,1
1830,84dfe83da7974c3b,0.0,0.0,0,1
1831,84eac4fe23eec7af,0.0,0.0,0,1
1832,85051f253fda4a37,0.0,0.0,0,1
1833,85112ed846f114fa,0.0,0.0,0,1
1834,851d6a2c1d655581,0.0,0.0,0,1
1835,8520365a5c4a0232,0.0,0.0,0,1
1836,85209d249ccab203,0.0,0.0,0,1
1837,8522403f508887a8,0.0,0.0,0,1
1838,853ef2631e3ae422,0.0,0.0,0,1
1839,855edcaec4c48118,0.0,0.0,0,1
1840,856421f28a2652c1,0.0,0.0,0,1
1841,85828a66b842b472,0.0,0.0,0,1
1842,85e16d9a292a13fa,0.0,0.0,0,1
1843,85e88674d0afb3c8,0.0,0.0,0,1
1844,85f0334a36778452,0.0,0.0,0,1
1845,86118340dcf7d0a2,0.0,0.0,0,1
1846,86264ff35567c028,0.0,0.0,0,1
1847,864bb1d3a32b20b0,0.0,0.0,0,1
1848,8654044483aa1e57,0.0,0.0,0,1
1849,8677d2a917e62f15,0.0,0.0,0,1
1850,868c0d528efc2476,0.0,0.0,0,1
1851,8692bddc28d011d9,0.0,0.0,0,1
1852,86aecbc0d0d1db82,0.0,0.0,0,1
1853,86d2723247979f54,0.0,0.0,0,1
1854,86d49b4ad73ccd8d,0.0,0.0,0,1
1855,86f19dab67fe6623,0.0,0.0,0,1
1856,8713aca516a424ed,0.0,0.0,0,1
1857,873e5e161c30cd35,0.0,0.0,0,1
1858,8751510d973ffee1,0.0,0.0,0,1
1859,875b96582174a2d3,0.0,0.0,0,1
1860,876528e73a3cbfe6,0.0,0.0,0,1
1861,877437aaa416d000,0.0,0.0,0,1
1862,8776cebeaa96da97,0.0,0.0,0,1
1863,8790408db5bada22,0.0,0.0,0,1
1864,87c599280f2015fd,0.0,0.0,0,1
1865,87cfc367cd9759ff,0.0,0.0,0,1
1866,87d01fce1ad2b884,0.0,0.0,0,1
1867,87f7e9e96bdef6e4,0.0,0.0,0,1
1868,88002548f671990c,0.0,0.0,0,1
1869,8808ee4346ebaa37,0.0,0.0,0,1
1870,880d83b2f7eb9257,0.0,0.0,0,1
1871,882e9e63ce740175,0.0,0.0,0,1
1872,882fa5244f4216cc,0.0,0.0,0,1
1873,88320d65f08541e6,0.0,0.0,0,1
1874,883450d214c0ce17,0.0,0.0,0,1
1875,8839309c4c1bbc4e,0.0,0.0,0,1
1876,88507198c4831aaf,0.0,0.0,0,1
1877,8851edd996903474,0.0,0.0,0,1
1878,8859bfcc1e82c879,0.0,0.0,0,1
1879,8881f9d43542f80e,0.0,0.0,0,1
1880,88940a2b7e7616ad,0.0,0.0,0,1
1881,88a495df598f43d5,0.0,0.0,0,1
1882,88b7f2a7b03450f9,0.0,0.0,0,1
1883,88c4d6c6a72cf9ef,0.0,0.0,0,1
1884,88ceb2068a3e2d3e,0.0,0.0,0,1
1885,88d8da504c8c0d4e,0.0,0.0,0,1
1886,88e77fb5622e466d,0.0,0.0,0,1
1887,88f79b5c358ad37f,0.0,0.0,0,1
1888,8920fd02af6cb80c,0.0,0.0,0,1
1889,89315ff3c5979d17,0.0,0.0,0,1
1890,893331938d1aad07,0.0,0.0,0,1
1891,895180d24061b780,0.0,0.0,0,1
1892,8951ecb815e6cc41,0.0,0.0,0,1
1893,897570af7d41cc56,0.0,0.0,0,1
1894,897a4a10ab6af6b3,0.0,0.0,0,1
1895,89b71efd8f385309,0.0,0.0,0,1
1896,89d477f3f7d2d883,0.0,0.0,0,1
1897,8a3aaff6c4913274,0.0,0.0,0,1
1898,8a3dea134ce65f4d,0.0,0.0,0,1
1899,8a3e16c33db6aa75,0.0,0.0,0,1
1900,8a4f8f34b6cc2db0,0.0,0.0,0,1
1901,8a5d42729d9ed366,0.0,0.0,0,1
1902,8a7bbe3f7821c35f,0.0,0.0,0,1
1903,8a7be6929bbdfdc8,0.0,0.0,0,1
1904,8a7dd70b1d77e0b5,0.0,0.0,0,1
1905,8a855c9a303f6602,0.0,0.0,0,1
1906,8aa21c8c849f3aff,0.0,0.0,0,1
1907,8aaf4af2cad508d3,0.0,0.0,0,1
1908,8b30f68f8cb6ba5b,0.0,0.0,0,1
1909,8b3c62105a6a8961,0.0,0.0,0,1
1910,8b3d615d11e2a43f,0.0,0.0,0,1
1911,8b6790cfc7a16a26,0.0,0.0,0,1
1912,8b67ee7fd7c976a3,0.0,0.0,0,1
1913,8b68097d72a103f0,0.0,0.0,0,1
1914,8b6ae4153b68d5bb,0.0,0.0,0,1
1915,8ba365cfac793594,0.0,0.0,0,1
1916,8ba84d389e96c94e,0.0,0.0,0,1
1917,8bbf666041378cf8,0.0,0.0,0,1
1918,8be213e39bce8570,0.0,0.0,0,1
1919,8bed2ed9bf1d5193,0.0,0.0,0,1
1920,8bf55bf02698cfec,0.0,0.0,0,1
1921,8c06504a6eb49b0c,0.0,0.0,0,1
1922,8c08398d2e0710a8,0.0,0.0,0,1
1923,8c38e41dd42f4785,0.0,0.0,0,1
1924,8c3f1abf69fb83b9,0.0,0.0,0,1
1925,8c48fc1763077f5e,0.0,0.0,0,1
1926,8c4e0dd287856148,0.0,0.0,0,1
1927,8c55b3c83958d1b4,0.0,0.0,0,1
1928,8c6b7bd81853d26b,0.0,0.0,0,1
1929,8c916d69387280ee,0.0,0.0,0,1
1930,8cc9bde29e08c6e7,0.0,0.0,0,1
1931,8ced3e9ec3f24033,0.0,0.0,0,1
1932,8d07282a43c25331,0.0,0.0,0,1
1933,8d0e3b086ed6d21d,0.0,0.0,0,1
1934,8d218bf39287f687,0.0,0.0,0,1
1935,8d37565aa6b5e090,0.0,0.0,0,1
1936,8d489c60cd1d3ffe,0.0,0.0,0,1
1937,8d4e1f4491ec3d9c,0.0,0.0,0,1
1938,8d6299a5af50b158,0.0,0.0,0,1
1939,8da60d53654ef13e,0.0,0.0,0,1
1940,8dab162170313aa9,0.0,0.0,0,1
1941,8db802477c568502,0.0,0.0,0,1
1942,8dd035a23f20f196,0.0,0.0,0,1
1943,8dd218c945d319a5,0.0,0.0,0,1
1944,8dee191ef411d9c5,0.0,0.0,0,1
1945,8df19eae31b57a59,0.0,0.0,0,1
1946,8e1799a9b3e03180,0.0,0.0,0,1
1947,8e281072d30e8ca7,0.0,0.0,0,1
1948,8e3113e4ff54caf8,0.0,0.0,0,1
1949,8e312c07b1b83819,0.0,0.0,0,1
1950,8e7053c58d1b709d,0.0,0.0,0,1
1951,8e79ef3487484ede,0.0,0.0,0,1
1952,8e7a8d4c2448692a,0.0,0.0,0,1
1953,8e7bc27185fbc445,0.0,0.0,0,1
1954,8e7f5ae7478bb49b,0.0,0.0,0,1
1955,8ea224152780354d,0.0,0.0,0,1
1956,8ebcfb0784ab1717,0.0,0.0,0,1
1957,8ed34733a749e670,0.0,0.0,0,1
1958,8eea6230dd79cebf,0.0,0.0,0,1
1959,8ef18fdb7a78c0b5,0.0,0.0,0,1
1960,8f16159e90b4a275,0.0,0.0,0,1
1961,8f228f73fcc3307d,0.0,0.0,0,1
1962,8f2d2039111bb110,0.0,0.0,0,1
1963,8f302e91e4172734,0.0,0.0,0,1
1964,8f485dd98ce681d0,0.0,0.0,0,1
1965,8f4896d53a09cc56,0.0,0.0,0,1
1966,8f495b98ff1f802b,0.0,0.0,0,1
1967,8f60f62c2adfe73c,0.0,0.0,0,1
1968,8f6774e7d5390f48,0.0,0.0,0,1
1969,8f6964322809a5b6,0.0,0.0,0,1
1970,8faec8e1b490aec9,0.0,0.0,0,1
1971,8fceffa9a2250cb0,0.0,0.0,0,1
1972,8fd20af90baf9b54,0.0,0.0,0,1
1973,8ff0d53e70b6bd0d,0.0,0.0,0,1
1974,9002e6519a86d69a,0.0,0.0,0,1
1975,900b49b036feed33,0.0,0.0,0,1
1976,902df20c3f57190b,0.0,0.0,0,1
1977,903a084c4155dc4c,0.0,0.0,0,1
1978,908ef95c1cf59185,0.0,0.0,0,1
1979,909f379e8e075815,0.0,0.0,0,1
1980,90a47d021cc66e81,0.0,0.0,0,1
1981,9124f081ae01ed76,0.0,0.0,0,1
1982,913da594d3d4bdf6,0.0,0.0,0,1
1983,913db9efa81c682d,0.0,0.0,0,1
1984,915a8552243e9929,0.0,0.0,0,1
1985,9167bf1037469f53,0.0,0.0,0,1
1986,919131a303da29e5,0.0,0.0,0,1
1987,91b0beecb39f0d06,0.0,0.0,0,1
1988,91c663161bbd208c,0.0,0.0,0,1
1989,91cfbb7ee293961d,0.0,0.0,0,1
1990,91d7408f6d36c425,0.0,0.0,0,1
1991,91dbc5aaa04a7b27,0.0,0.0,0,1
1992,91e49cc0fb3f4aca,0.0,0.0,0,1
1993,91ebd58274d04bdd,0.0,0.0,0,1
1994,91f0e65bded4c1d2,0.0,0.0,0,1
1995,91f938a8a4ea0bfc,0.0,0.0,0,1
1996,9215b2f104baede5,0.0,0.0,0,1
1997,92172f797f278f0b,0.0,0.0,0,1
1998,921c7a2ce10dda55,0.0,0.0,0,1
1999,9235e7c98d544233,0.0,0.0,0,1
2000,923d6f4d8eaa7d38,0.0,0.0,0,1
2001,924e01bc385bab2d,0.0,0.0,0,1
2002,926d97f4dd26977a,0.0,0.0,0,1
2003,928e466ab6cdb667,0.0,0.0,0,1
2004,92a8787217d00bbf,0.0,0.0,0,1
2005,92b01935284f80ae,0.0,0.0,0,1
2006,92be64b8d295045b,0.0,0.0,0,1
2007,92cb4ee2d503a419,0.0,0.0,0,1
2008,92cf170065b61b47,0.0,0.0,0,1
2009,92e71c881eaa2c14,0.0,0.0,0,1
2010,92fe3d41e25e0447,0.0,0.0,0,1
2011,93058bf42e58d6aa,0.0,0.0,0,1
2012,930d37595736bbcf,0.0,0.0,0,1
2013,931276be60893b4d,0.0,0.0,0,1
2014,9347907e59a3c1a5,0.0,0.0,0,1
2015,93664c330f89db06,0.0,0.0,0,1
2016,9386d34196b2a6cf,0.0,0.0,0,1
2017,93a30abf828970b7,0.0,0.0,0,1
2018,93d25d87c8c8a66b,0.0,0.0,0,1
2019,93d3662def412462,0.0,0.0,0,1
2020,93e22732f77d6698,0.0,0.0,0,1
2021,93f7c39bb102d812,0.0,0.0,0,1
2022,941b5c8f55bb8895,0.0,0.0,0,1
2023,942180176b4a18cf,0.0,0.0,0,1
2024,942e3ee2d66ac56c,0.0,0.0,0,1
2025,94342e2616979eb7,0.0,0.0,0,1
2026,94368f46142b41ae,0.0,0.0,0,1
2027,943deab6b577ebac,0.0,0.0,0,1
2028,943fa4244f08a56e,0.0,0.0,0,1
2029,94a5920bc539e38f,0.0,0.0,0,1
2030,94a8980001ceac94,0.0,0.0,0,1
2031,94baf6a12a66d6e8,0.0,0.0,0,1
2032,94d0e9026d88b8ed,0.0,0.0,0,1
2033,952178a686e1e008,0.0,0.0,0,1
2034,9521d59cae609fe7,0.0,0.0,0,1
2035,9536638549429f32,0.0,0.0,0,1
2036,953b8d0bfef65e3c,0.0,0.0,0,1
2037,95433b85fbc35c85,0.0,0.0,0,1
2038,9544d3f2f67b6f10,0.0,0.0,0,1
2039,954c570fc4e6e119,0.0,0.0,0,1
2040,957614fa347adcca,0.0,0.0,0,1
2041,9594f2767fdf1cf8,0.0,0.0,0,1
2042,95aadb3bc5a6eeea,0.0,0.0,0,1
2043,95bee1c23d26f372,0.0,0.0,0,1
2044,95bfe5e8cd7d6773,0.0,0.0,0,1
2045,95f1de8bd47b0685,0.0,0.0,0,1
2046,9613f30069ef85f3,0.0,0.0,0,1
2047,961c6cf54ee2e31d,0.0,0.0,0,1
2048,961f4575dd6bf10b,0.0,0.0,0,1
2049,9636a6b52ec41f38,0.0,0.0,0,1
