,src,dest,wt
859,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000166/createsims_success,p_89782,3246700859
860,p_89782,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000166/createsims_success,3246700859
861,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000115.npz,p_8681,17719
862,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000115/createsims_failure,p_8681,78817518
863,p_8681,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000115/createsims_failure,78817518
864,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000157.npz,p_34484,19160
865,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000157/createsims_success,p_34484,2350141993
866,p_34484,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000157/createsims_success,2350141993
867,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000061.npz,p_130620,16668
868,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000061/createsims_success,p_130620,1706716005
869,p_130620,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000061/createsims_success,1706716005
870,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000124.npz,p_75216,16381
871,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000124/createsims_success,p_75216,2168236294
872,p_75216,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000124/createsims_success,2168236294
873,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000024.npz,p_99410,65918
874,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000024/createsims_success,p_99410,1715843288
875,p_99410,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000024/createsims_success,1715843288
876,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000042.npz,p_15644,64934
877,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000042/createsims_success,p_15644,2003274113
878,p_15644,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000042/createsims_success,2003274113
879,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000083.npz,p_18952,97942
880,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000083/createsims_success,p_18952,2199703190
881,p_18952,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000083/createsims_success,2199703190
882,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000074.npz,p_40594,15155
883,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000074/createsims_failure,p_40594,82785741
884,p_40594,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000074/createsims_failure,82785741
885,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000010.npz,p_152606,16261
886,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000010/createsims_success,p_152606,2205517149
887,p_152606,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000010/createsims_success,2205517149
888,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000127.npz,p_47700,18573
889,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000127/createsims_success,p_47700,2511417442
890,p_47700,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000127/createsims_success,2511417442
891,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000187.npz,p_61648,15585
892,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000187/createsims_success,p_61648,2373143973
893,p_61648,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000187/createsims_success,2373143973
894,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000111.npz,p_59721,16088
895,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000111/createsims_failure,p_59721,77047532
896,p_59721,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000111/createsims_failure,77047532
897,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000227.npz,p_82908,17382
898,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000037.npz,p_29966,62966
899,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000037/createsims_success,p_29966,1956347024
900,p_29966,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000037/createsims_success,1956347024
901,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000088.npz,p_117061,17345
902,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000088/createsims_success,p_117061,1888379366
903,p_117061,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000088/createsims_success,1888379366
904,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000154.npz,p_173524,15780
905,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000154/createsims_failure,p_173524,80012686
906,p_173524,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000154/createsims_failure,80012686
907,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000045.npz,p_166074,60594
908,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000045/createsims_success,p_166074,1835596378
909,p_166074,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000045/createsims_success,1835596378
910,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000000.npz,p_177646,62237
911,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000000/createsims_failure,p_177646,84433912
912,p_177646,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000000/createsims_failure,84433912
913,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000245.npz,p_87672,20963
914,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000245/createsims_success,p_87672,1832873341
915,p_87672,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000245/createsims_success,1832873341
916,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000213.npz,p_149157,25636
917,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000251.npz,p_124274,18154
918,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000165.npz,p_3962,15731
919,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000165/createsims_success,p_3962,2544432510
920,p_3962,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000165/createsims_success,2544432510
921,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000176.npz,p_91570,14850
922,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000176/createsims_failure,p_91570,79473373
923,p_91570,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000176/createsims_failure,79473373
924,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000080.npz,p_159259,18883
925,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000080/createsims_success,p_159259,2099391149
926,p_159259,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000080/createsims_success,2099391149
927,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000113.npz,p_5725,14150
928,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000113/createsims_success,p_5725,2331075659
929,p_5725,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000113/createsims_success,2331075659
930,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000130.npz,p_138207,14899
931,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000130/createsims_success,p_138207,1978517699
932,p_138207,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000130/createsims_success,1978517699
933,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000215.npz,p_105052,18211
934,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000221.npz,p_108445,22171
935,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000246.npz,p_119702,19345
936,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000181.npz,p_135518,14841
937,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000181/createsims_failure,p_135518,79892297
938,p_135518,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000181/createsims_failure,79892297
939,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000000/createsims_failure,p_14251,85904186
940,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000001/createsims_success,p_14251,85904283
941,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000003/createsims_failure,p_14251,85905942
942,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000004/createsims_success,p_14251,85906029
943,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000005/createsims_failure,p_14251,85906299
944,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000006/createsims_success,p_14251,85906385
945,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000007/createsims_failure,p_14251,85906652
946,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000009/createsims_success,p_14251,85906738
947,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000010/createsims_success,p_14251,85906914
948,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000011/createsims_success,p_14251,85907090
949,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000012/createsims_success,p_14251,85907266
950,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000013/createsims_failure,p_14251,85907532
951,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000014/createsims_success,p_14251,85907618
952,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000016/createsims_failure,p_14251,85907881
953,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000017/createsims_success,p_14251,85907967
954,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000020/createsims_success,p_14251,85908143
955,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000021/createsims_failure,p_14251,85908408
956,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000022/createsims_failure,p_14251,85908582
957,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000023/createsims_success,p_14251,85908668
958,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000024/createsims_success,p_14251,85908842
959,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000026/createsims_failure,p_14251,85909107
960,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000027/createsims_failure,p_14251,85909282
961,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000028/createsims_success,p_14251,85909368
962,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000031/createsims_success,p_14251,85909542
963,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000032/createsims_success,p_14251,85909717
964,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000033/createsims_success,p_14251,85909893
965,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000034/createsims_success,p_14251,85910068
966,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000035/createsims_success,p_14251,85910242
967,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000036/createsims_success,p_14251,85910416
968,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000037/createsims_success,p_14251,85910591
969,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000042/createsims_success,p_14251,85910765
970,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000043/createsims_failure,p_14251,85911029
971,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000045/createsims_success,p_14251,85911114
972,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000046/createsims_failure,p_14251,85911377
973,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000047/createsims_success,p_14251,85911463
974,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000048/createsims_success,p_14251,85911637
975,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000049/createsims_failure,p_14251,85911901
976,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000050/createsims_success,p_14251,178501840
977,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000051/createsims_success,p_14251,178542775
978,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000053/createsims_success,p_14251,178542959
979,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000054/createsims_success,p_14251,178543138
980,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000056/createsims_success,p_14251,178543315
981,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000057/createsims_failure,p_14251,178543580
982,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000059/createsims_failure,p_14251,178543756
983,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000060/createsims_success,p_14251,178543842
984,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000061/createsims_success,p_14251,178544018
985,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000062/createsims_failure,p_14251,178544282
986,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000063/createsims_success,p_14251,178544368
987,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000064/createsims_failure,p_14251,178544631
988,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000065/createsims_success,p_14251,178544717
989,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000066/createsims_success,p_14251,178544892
990,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000067/createsims_success,p_14251,178545066
991,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000068/createsims_success,p_14251,178545240
992,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000069/createsims_success,p_14251,178545420
993,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000070/createsims_success,p_14251,178545608
994,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000071/createsims_success,p_14251,178545782
995,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000073/createsims_success,p_14251,178545956
996,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000074/createsims_failure,p_14251,178546219
997,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000075/createsims_success,p_14251,178546304
998,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000076/createsims_failure,p_14251,178546567
999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000077/createsims_success,p_14251,178546652
1000,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000078/createsims_success,p_14251,178546825
1001,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000079/createsims_success,p_14251,178547000
1002,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000080/createsims_success,p_14251,178547174
1003,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000081/createsims_failure,p_14251,178547437
1004,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000082/createsims_success,p_14251,178547522
1005,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000083/createsims_success,p_14251,178547696
1006,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000084/createsims_success,p_14251,178547870
1007,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000085/createsims_failure,p_14251,178548132
1008,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000087/createsims_success,p_14251,178548217
1009,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000088/createsims_success,p_14251,178548391
1010,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000089/createsims_success,p_14251,178548564
1011,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000090/createsims_failure,p_14251,178548825
1012,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000091/createsims_failure,p_14251,178548998
1013,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000092/createsims_success,p_14251,178549083
1014,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000094/createsims_success,p_14251,178549255
1015,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000095/createsims_success,p_14251,178549429
1016,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000096/createsims_success,p_14251,178549602
1017,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000097/createsims_success,p_14251,178549776
1018,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000098/createsims_success,p_14251,178549949
1019,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000100/createsims_success,p_14251,273432262
1020,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000102/createsims_success,p_14251,273461191
1021,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000103/createsims_success,p_14251,273479106
1022,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000104/createsims_failure,p_14251,273492005
1023,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000105/createsims_success,p_14251,273492092
1024,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000107/createsims_success,p_14251,273493001
1025,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000108/createsims_success,p_14251,273508771
1026,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000109/createsims_failure,p_14251,273560916
1027,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000110/createsims_success,p_14251,273561003
1028,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000111/createsims_failure,p_14251,273613673
1029,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000112/createsims_success,p_14251,273613759
1030,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000113/createsims_success,p_14251,273648818
1031,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000115/createsims_failure,p_14251,273692296
1032,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000117/createsims_success,p_14251,273692383
1033,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000118/createsims_success,p_14251,273718119
1034,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000119/createsims_success,p_14251,273742965
1035,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000120/createsims_success,p_14251,273757282
1036,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000121/createsims_success,p_14251,273772309
1037,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000122/createsims_success,p_14251,273773181
1038,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000123/createsims_success,p_14251,273773358
1039,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000124/createsims_success,p_14251,273786094
1040,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000125/createsims_success,p_14251,273799926
1041,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000126/createsims_success,p_14251,273820163
1042,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000127/createsims_success,p_14251,273837225
1043,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000128/createsims_success,p_14251,273856066
1044,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000129/createsims_failure,p_14251,273882265
1045,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000130/createsims_success,p_14251,273882351
1046,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000132/createsims_success,p_14251,273900027
1047,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000133/createsims_failure,p_14251,273955263
1048,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000135/createsims_success,p_14251,273955348
1049,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000136/createsims_success,p_14251,273964985
1050,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000138/createsims_success,p_14251,273965879
1051,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000139/createsims_success,p_14251,273987627
1052,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000140/createsims_success,p_14251,273987804
1053,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000141/createsims_success,p_14251,274017684
1054,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000143/createsims_success,p_14251,274040657
1055,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000144/createsims_success,p_14251,274040833
1056,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000145/createsims_success,p_14251,274058039
1057,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000147/createsims_success,p_14251,274079443
1058,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000149/createsims_failure,p_14251,274123447
1059,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000150/createsims_success,p_14251,375087751
1060,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000151/createsims_success,p_14251,375114054
1061,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000153/createsims_failure,p_14251,375180663
1062,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000154/createsims_failure,p_14251,375182117
1063,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000155/createsims_success,p_14251,375182204
1064,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000156/createsims_success,p_14251,375199336
1065,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000157/createsims_success,p_14251,375224257
1066,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000158/createsims_success,p_14251,375237572
1067,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000159/createsims_success,p_14251,375267276
1068,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000160/createsims_success,p_14251,375292667
1069,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000161/createsims_success,p_14251,375294115
1070,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000162/createsims_failure,p_14251,375341989
1071,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000165/createsims_success,p_14251,375342076
1072,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000166/createsims_success,p_14251,375351100
1073,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000169/createsims_success,p_14251,375352488
1074,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000170/createsims_success,p_14251,375377399
1075,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000171/createsims_success,p_14251,375388009
