,src,dest,wt
636,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000183.npz,p_104999,304913619
637,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000183.npz,304913619
638,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000184.npz,p_104999,304915770
639,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000184.npz,304915770
640,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000185.npz,p_104999,304917922
641,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000185.npz,304917922
642,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000186.npz,p_104999,304920079
643,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000186.npz,304920079
644,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000187.npz,p_104999,304922237
645,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000187.npz,304922237
646,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000188.npz,p_104999,304924405
647,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000188.npz,304924405
648,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000191.npz,p_104999,304930861
649,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000191.npz,304930861
650,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000192.npz,p_104999,304933013
651,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000192.npz,304933013
652,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000193.npz,p_104999,304935159
653,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000193.npz,304935159
654,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000195.npz,p_104999,304939830
655,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000195.npz,304939830
656,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000196.npz,p_104999,304941978
657,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000196.npz,304941978
658,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000198.npz,p_104999,304946297
659,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000198.npz,304946297
660,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000199.npz,p_104999,304948455
661,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000199.npz,304948455
662,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000200.npz,p_104999,402238665
663,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000200.npz,402238665
664,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000201.npz,p_104999,402241315
665,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000201.npz,402241315
666,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000202.npz,p_104999,402243585
667,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000202.npz,402243585
668,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000203.npz,p_104999,402245866
669,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000203.npz,402245866
670,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000204.npz,p_104999,402248129
671,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000204.npz,402248129
672,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000205.npz,p_104999,402250366
673,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000205.npz,402250366
674,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000206.npz,p_104999,402252617
675,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000206.npz,402252617
676,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000208.npz,p_104999,402257091
677,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000208.npz,402257091
678,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000209.npz,p_104999,402259329
679,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000209.npz,402259329
680,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000212.npz,p_104999,402266056
681,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000212.npz,402266056
682,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000213.npz,p_104999,402268294
683,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000213.npz,402268294
684,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000214.npz,p_104999,402270521
685,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000214.npz,402270521
686,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000215.npz,p_104999,402272758
687,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000215.npz,402272758
688,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000216.npz,p_104999,402274992
689,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000216.npz,402274992
690,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000218.npz,p_104999,402279464
691,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000218.npz,402279464
692,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000219.npz,p_104999,402281701
693,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000219.npz,402281701
694,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000221.npz,p_104999,402286205
695,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000221.npz,402286205
696,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000222.npz,p_104999,402288867
697,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000222.npz,402288867
698,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000223.npz,p_104999,402291095
699,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000223.npz,402291095
700,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000225.npz,p_104999,402295581
701,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000225.npz,402295581
702,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000226.npz,p_104999,402297821
703,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000226.npz,402297821
704,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000227.npz,p_104999,402300061
705,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000227.npz,402300061
706,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000228.npz,p_104999,402302302
707,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000228.npz,402302302
708,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000229.npz,p_104999,402304541
709,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000229.npz,402304541
710,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000230.npz,p_104999,402306798
711,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000230.npz,402306798
712,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000231.npz,p_104999,402309401
713,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000231.npz,402309401
714,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000232.npz,p_104999,402311646
715,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000232.npz,402311646
716,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000233.npz,p_104999,402313888
717,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000233.npz,402313888
718,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000234.npz,p_104999,402316156
719,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000234.npz,402316156
720,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000235.npz,p_104999,402318415
721,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000235.npz,402318415
722,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000236.npz,p_104999,402320671
723,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000236.npz,402320671
724,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000237.npz,p_104999,402322933
725,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000237.npz,402322933
726,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000238.npz,p_104999,402325193
727,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000238.npz,402325193
728,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000239.npz,p_104999,402327456
729,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000239.npz,402327456
730,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000240.npz,p_104999,402329716
731,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000240.npz,402329716
732,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000241.npz,p_104999,402331992
733,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000241.npz,402331992
734,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000242.npz,p_104999,402334256
735,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000242.npz,402334256
736,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000243.npz,p_104999,402336526
737,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000243.npz,402336526
738,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000244.npz,p_104999,402338801
739,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000244.npz,402338801
740,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000245.npz,p_104999,402341105
741,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000245.npz,402341105
742,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000246.npz,p_104999,402343379
743,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000246.npz,402343379
744,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000247.npz,p_104999,402350020
745,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000247.npz,402350020
746,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000248.npz,p_104999,402352401
747,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000248.npz,402352401
748,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000249.npz,p_104999,402354666
749,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000249.npz,402354666
750,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000251.npz,p_104999,504411169
751,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000251.npz,504411169
752,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000252.npz,p_104999,504413563
753,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000252.npz,504413563
754,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000258.npz,p_104999,504427863
755,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000258.npz,504427863
756,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000262.npz,p_104999,504437362
757,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000262.npz,504437362
758,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000270.npz,p_104999,504456961
759,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000270.npz,504456961
760,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000274.npz,p_104999,504466483
761,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000274.npz,504466483
762,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000275.npz,p_104999,504468859
763,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000275.npz,504468859
764,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000277.npz,p_104999,504473630
765,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000277.npz,504473630
766,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000285.npz,p_104999,504493168
767,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000285.npz,504493168
768,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000293.npz,p_104999,504512693
769,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000293.npz,504512693
770,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000299.npz,p_104999,504527173
771,p_104999,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000299.npz,504527173
772,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000239.npz,p_19210,17011
773,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000156.npz,p_88340,17191
774,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000156/createsims_success,p_88340,2306732891
775,p_88340,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000156/createsims_success,2306732891
776,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000258.npz,p_105178,18790
777,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000065.npz,p_23011,16571
778,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000065/createsims_success,p_23011,2528131933
779,p_23011,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000065/createsims_success,2528131933
780,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000222.npz,p_153801,13697
781,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000222/createsims_success,p_153801,2341502408
782,p_153801,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000222/createsims_success,2341502408
783,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000244.npz,p_167105,17673
784,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000120.npz,p_56754,17284
785,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000120/createsims_success,p_56754,2173121291
786,p_56754,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000120/createsims_success,2173121291
787,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000077.npz,p_137142,154853
788,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000077/createsims_success,p_137142,2518393676
789,p_137142,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000077/createsims_success,2518393676
790,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000177.npz,p_16923,17505
791,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000177/createsims_success,p_16923,3635987536
792,p_16923,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000177/createsims_success,3635987536
793,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000007.npz,p_149892,66170
794,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000007/createsims_failure,p_149892,79924444
795,p_149892,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000007/createsims_failure,79924444
796,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000247.npz,p_143223,22968
797,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000247/createsims_success,p_143223,1760952140
798,p_143223,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000247/createsims_success,1760952140
799,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000076.npz,p_128971,16711
800,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000076/createsims_failure,p_128971,80002777
801,p_128971,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000076/createsims_failure,80002777
802,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000186.npz,p_86448,17324
803,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000186/createsims_failure,p_86448,83093505
804,p_86448,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000186/createsims_failure,83093505
805,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000150.npz,p_143599,14668
806,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000150/createsims_success,p_143599,3861212827
807,p_143599,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000150/createsims_success,3861212827
808,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000195.npz,p_82364,43055
809,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000195/createsims_failure,p_82364,79006215
810,p_82364,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000195/createsims_failure,79006215
811,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000117.npz,p_64134,15878
812,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000117/createsims_success,p_64134,2056929886
813,p_64134,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000117/createsims_success,2056929886
814,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000012.npz,p_174511,70773
815,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000012/createsims_success,p_174511,1937448852
816,p_174511,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000012/createsims_success,1937448852
817,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000129.npz,p_170604,20453
818,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000129/createsims_failure,p_170604,78358495
819,p_170604,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000129/createsims_failure,78358495
820,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000136.npz,p_53493,19695
821,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000136/createsims_success,p_53493,1966079053
822,p_53493,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000136/createsims_success,1966079053
823,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000011.npz,p_136673,64796
824,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000011/createsims_success,p_136673,1951714852
825,p_136673,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000011/createsims_success,1951714852
826,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000202.npz,p_69041,26021
827,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000277.npz,p_14033,24395
828,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000085.npz,p_38599,12624
829,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000085/createsims_failure,p_38599,78902936
830,p_38599,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000085/createsims_failure,78902936
831,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000204.npz,p_110054,20040
832,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000067.npz,p_162221,17533
833,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000067/createsims_success,p_162221,1996473360
834,p_162221,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000067/createsims_success,1996473360
835,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000021.npz,p_128059,65834
836,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000021/createsims_failure,p_128059,81553379
837,p_128059,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000021/createsims_failure,81553379
838,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000153.npz,p_14743,18258
839,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000153/createsims_failure,p_14743,78920356
840,p_14743,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000153/createsims_failure,78920356
841,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000075.npz,p_8084,14423
842,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000075/createsims_success,p_8084,2232626595
843,p_8084,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000075/createsims_success,2232626595
844,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000240.npz,p_74889,18999
845,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000218.npz,p_20951,26065
846,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000218/createsims_success,p_20951,4779049226
847,p_20951,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000218/createsims_success,4779049226
848,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000068.npz,p_149963,16592
849,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000068/createsims_success,p_149963,1959963526
850,p_149963,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000068/createsims_success,1959963526
851,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000141.npz,p_59820,15686
852,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000141/createsims_success,p_59820,2267442078
853,p_59820,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000141/createsims_success,2267442078
854,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000226.npz,p_45125,23988
855,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000135.npz,p_118290,14483
856,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000135/createsims_success,p_118290,2346278228
857,p_118290,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/sims-cg/structure_iter00_000000000135/createsims_success,2346278228
858,/p/gpfs1/iopp/mummi_demoroot_20230722_profile/ml/iter00/structure_iter00_000000000166.npz,p_89782,14475
