src,dest,weight
0594b01ae80dbc5e,mProject,53049600.0
3991b1a924ec82e3,mDiff,15837120.0
2fadb16e1b389bcd,mImgtbl,515.0
31274d7efd671863,mDiff,15837120.0
d2e8a0080bd0e7d1,mDiff,15569280.0
ed25703a09c304b0,mBackground,53173440.0
64f18074a12c3c56,mBackground,52536960.0
5367de8b236f4a8e,mProject,52557120.0
e291529881652b84,mBackground,53009280.0
mBackground,a048a04884ee44a4,52537012.0
mBackground,f051e06a3f9dcf74,52537012.0
mBackground,2e352c0f9ab94cbc,53030164.0
mBackground,f9d549166b3a8585,53030164.0
mBackground,4cbea8393307cacf,52557516.0
mBackground,5367de8b236f4a8e,52557516.0
mBackground,0a0bc51e195a333c,53174436.0
mBackground,841a5c8f31d1c788,53174436.0
mBackground,0d81ce33e53f1608,53174436.0
mBackground,0f149983d108e1f1,53174436.0
mBackground,0594b01ae80dbc5e,53050764.0
mBackground,f225c5b9ae6d8ee4,53050764.0
mBackground,1b6606cfe1b231ea,53174436.0
mBackground,eb63823cf4a64f0a,53174436.0
mBackground,4aa8ca3de32d9607,52537012.0
mBackground,4d609dc7d9d12827,52537012.0
mBackground,03bd3b31b8e81c2e,53215692.0
mBackground,1e568f4f97e1cc88,53215692.0
mBackground,01f76cdd5126229b,52516516.0
mBackground,adb665fb37749890,2880.0
mBackground,de22b5ebf52d6125,52516516.0
mBackground,e59c2bb1393500f1,2880.0
mBackground,014c8d80d109a079,53030164.0
mBackground,20b37434e52576e2,53030164.0
mBackground,58a6c4f57e4a557c,53009572.0
mBackground,9657a2586f6000e3,2880.0
mBackground,e291529881652b84,2880.0
mBackground,f650e720d44c3e3b,53009572.0
b950e3fb3773033d,mBackground,53173440.0
014c8d80d109a079,mProject,53029440.0
84528a284b233cbf,mConcatFit,209.0
dc151302b64111ef,mImgtbl,515.0
32f904f7966fe890,mDiff,4582080.0
decda2df349409a5,mBackground,52557120.0
d58e10e0d49c3acb,mBackground,52536960.0
9a4d8b8f9c356812,mConcatFit,209.0
b84ce67fe699e9f1,mBackground,53173440.0
03ac6bec11a15f6d,mImgtbl,7.0
eb63823cf4a64f0a,mProject,53173440.0
82968ccdc109e3aa,mBackground,53213760.0
f12026e1f5834a80,mDiff,15782400.0
75974918f6c2bdc4,mDiff,15534720.0
092dd7229967fe3c,mDiff,15837120.0
780e014413d5acc0,mConcatFit,209.0
58a6c4f57e4a557c,mProject,53009280.0
2e352c0f9ab94cbc,mProject,53029440.0
14f37454ac31a356,mDiff,4633920.0
130f07bfdc86841c,mBackground,52557120.0
1b6606cfe1b231ea,mProject,53173440.0
0bdf44a5706d32bd,mBackground,53049600.0
de22b5ebf52d6125,mProject,52513920.0
841a5c8f31d1c788,mProject,53173440.0
8f064a6ef14247ac,mBgModel,56.0
089a6c75635321d8,mDiff,15768000.0
bbda131ad3f1e7bf,mDiff,15837120.0
931e808f1826cd33,mImgtbl,7.0
4c7ee38e371b25be,mBackground,53029440.0
327cdf8cf67adadf,mDiff,15776640.0
3e6dee487f83b0cd,mDiff,4633920.0
0dd137089beba793,mDiff,15575040.0
mFitplane,327cdf8cf67adadf,15773906.0
mFitplane,d2e8a0080bd0e7d1,15568082.0
mFitplane,089a6c75635321d8,15768002.0
mFitplane,d41e20c8c3d38e7b,15541586.0
mFitplane,31274d7efd671863,15837122.0
mFitplane,3e6dee487f83b0cd,4633922.0
mFitplane,32f904f7966fe890,4582082.0
mFitplane,0a05dfe33482f241,4628162.0
mFitplane,80c4dd06d813be41,4576322.0
mFitplane,bbda131ad3f1e7bf,15836738.0
mFitplane,05725be54b7e1f3b,4622402.0
mFitplane,a16eb7a92dbd7750,15836738.0
mFitplane,d764b43710dd04c7,15782402.0
mFitplane,b2846f4635075ea4,15741162.0
mFitplane,522d259efdda13da,15837122.0
mFitplane,0dd137089beba793,15575042.0
mFitplane,14f37454ac31a356,4633922.0
mFitplane,94ca91122636e2c3,15534722.0
c0214eb4bbda2148,mViewer,7320652.0
mImgtbl,b950e3fb3773033d,2882.0
mImgtbl,82968ccdc109e3aa,2882.0
mImgtbl,1f7357db8b8e8322,2882.0
mImgtbl,ed25703a09c304b0,2882.0
mImgtbl,bdf7e98b1c88406d,2882.0
mImgtbl,c0a2cc16b995b8a0,2882.0
mImgtbl,9c20b603a88839ab,2882.0
mImgtbl,e291529881652b84,2882.0
mImgtbl,130f07bfdc86841c,2882.0
mImgtbl,8563f0423f2d7faf,2882.0
mImgtbl,e59c2bb1393500f1,2882.0
mImgtbl,d58e10e0d49c3acb,2882.0
f225c5b9ae6d8ee4,mProject,53049600.0
9c20b603a88839ab,mBackground,53029440.0
37f6f90d6247a8f5,mImgtbl,515.0
e59c2bb1393500f1,mBackground,52513920.0
mAdd,070a41dcce62714d,2880.0
mAdd,9657a2586f6000e3,53006690.0
mAdd,4c7ee38e371b25be,34095882.0
mAdd,4790976f988f4194,2880.0
mAdd,bdf7e98b1c88406d,34095882.0
mAdd,c0a2cc16b995b8a0,34116482.0
mAdd,2d7f6b5856c063e8,53027282.0
mAdd,9c20b603a88839ab,53027282.0
mAdd,0bdf44a5706d32bd,34116482.0
mAdd,e291529881652b84,53006690.0
mAdd,f8e287adab734762,279.0
mAdd,130f07bfdc86841c,52554634.0
mAdd,173eb8bdd88653a1,33834482.0
mAdd,64f18074a12c3c56,33834482.0
mAdd,561d443cd47709df,2880.0
mAdd,8563f0423f2d7faf,33834482.0
mAdd,e59c2bb1393500f1,52513634.0
mAdd,adb665fb37749890,52513634.0
mAdd,d58e10e0d49c3acb,33834482.0
mAdd,decda2df349409a5,52554634.0
mAdd,f50024aabed3e6cc,2880.0
mAdd,b950e3fb3773033d,34176850.0
mAdd,82968ccdc109e3aa,34210738.0
mAdd,b84ce67fe699e9f1,53171554.0
mAdd,fa7293ffb607c158,34176850.0
mAdd,1f7357db8b8e8322,53171554.0
mAdd,7dc0a1bb70f694c4,2880.0
mAdd,923001a44d6f2892,2880.0
mAdd,4dafaf83f33fc229,53171554.0
mAdd,e6f50b6a2e1b2ec0,34210738.0
mAdd,ed25703a09c304b0,53171554.0
a00d04493ed6cc0e,mDiff,15837120.0
d358e25f2e058f9d,mDiff,15837120.0
4dafaf83f33fc229,mBackground,53173440.0
4aa8ca3de32d9607,mProject,52536960.0
2ef5578d92cb8095,mDiff,4622400.0
4790976f988f4194,mAdd,103682880.0
20b34064dc90412f,mViewer,15963490.0
pegasus-kickstart,173eb8bdd88653a1,16.0
pegasus-kickstart,8563f0423f2d7faf,16.0
pegasus-kickstart,4c2c769ef854e4db,16.0
pegasus-kickstart,52ed5808ea0474a5,16.0
pegasus-kickstart,ee273240a1e5dc9d,20.0
pegasus-kickstart,f650e720d44c3e3b,16.0
pegasus-kickstart,58a6c4f57e4a557c,16.0
pegasus-kickstart,003a40a4fc6639e6,18.0
pegasus-kickstart,ede7471017b4c485,16.0
pegasus-kickstart,84528a284b233cbf,16.0
pegasus-kickstart,ad26151e5a22932a,16.0
pegasus-kickstart,e4df3f9d0ce97e61,18.0
pegasus-kickstart,afde210b325b4757,16.0
pegasus-kickstart,9bf288baf38d8a50,16.0
pegasus-kickstart,e370e8fedf338417,18.0
pegasus-kickstart,dc151302b64111ef,16.0
pegasus-kickstart,5f60b526bf0e29cc,18.0
pegasus-kickstart,dba829b874a5a738,16.0
pegasus-kickstart,67c8e415d2c91331,16.0
pegasus-kickstart,617d5cf74faae12f,18.0
pegasus-kickstart,a3e5ad008cb6660d,16.0
pegasus-kickstart,9d6fa1e617187c4e,16.0
pegasus-kickstart,ce1d9bb30f3dba1f,16.0
pegasus-kickstart,ce444750578292d0,18.0
pegasus-kickstart,18e675ffad0203ee,16.0
pegasus-kickstart,b84ef6817f3a271f,18.0
pegasus-kickstart,37f6f90d6247a8f5,16.0
pegasus-kickstart,f169b3365426d7cd,18.0
pegasus-kickstart,bdf7e98b1c88406d,16.0
pegasus-kickstart,4c7ee38e371b25be,16.0
pegasus-kickstart,04b42a91c40b3a12,18.0
pegasus-kickstart,2fadb16e1b389bcd,16.0
pegasus-kickstart,bfe5924f03535f55,18.0
pegasus-kickstart,f50024aabed3e6cc,16.0
pegasus-kickstart,561d443cd47709df,16.0
pegasus-kickstart,39ef759e54c5fa59,18.0
pegasus-kickstart,72560d5db6759f41,16.0
pegasus-kickstart,f225c5b9ae6d8ee4,16.0
pegasus-kickstart,0594b01ae80dbc5e,53049600.0
pegasus-kickstart,af211ce526c32580,18.0
pegasus-kickstart,923001a44d6f2892,16.0
pegasus-kickstart,7dc0a1bb70f694c4,16.0
pegasus-kickstart,d05be7424c106fc7,18.0
pegasus-kickstart,74929d107efd32a6,16.0
pegasus-kickstart,3f48ca61545f356d,18.0
pegasus-kickstart,014c8d80d109a079,16.0
pegasus-kickstart,20b37434e52576e2,16.0
pegasus-kickstart,f98ce33cf5ccea89,18.0
pegasus-kickstart,29bc27923e911abb,16.0
pegasus-kickstart,1140f9e90d2d095c,18.0
pegasus-kickstart,adb665fb37749890,16.0
pegasus-kickstart,e59c2bb1393500f1,16.0
pegasus-kickstart,90343b609def4d79,18.0
pegasus-kickstart,c892d3b5ae88ddcb,16.0
pegasus-kickstart,ca7e4b93d34c4436,18.0
pegasus-kickstart,7bfe959e33216125,16.0
pegasus-kickstart,bf5b8922a405271b,18.0
pegasus-kickstart,d58e10e0d49c3acb,16.0
pegasus-kickstart,64f18074a12c3c56,16.0
pegasus-kickstart,13afe74401ae9ce1,18.0
pegasus-kickstart,8b54a6aa3531967e,16.0
pegasus-kickstart,e34de62f41df5281,18.0
pegasus-kickstart,f051e06a3f9dcf74,16.0
pegasus-kickstart,a048a04884ee44a4,16.0
pegasus-kickstart,9a967832a49d60ae,18.0
pegasus-kickstart,01f76cdd5126229b,16.0
pegasus-kickstart,de22b5ebf52d6125,16.0
pegasus-kickstart,ae4bb1de02f35e73,18.0
pegasus-kickstart,20b34064dc90412f,16.0
pegasus-kickstart,77f7507f638ca0ce,18.0
pegasus-kickstart,1b6606cfe1b231ea,16.0
