,Node,InDegree,OutDegree,BetweennessCentrality,DegreeCentrality,Type
39809,p_1409194,146,0,0.0,0.003558285198995881,process
39810,p_1407321,1,0,0.0,2.4371816431478637e-05,process
39811,p_2974403,1,0,0.0,2.4371816431478637e-05,process
39812,p_1779100,182,0,0.0,0.004435670590529112,process
39813,p_2977766,5,2,84047.85204060726,0.00017060271502035047,process
39814,p_1784365,1,0,0.0,2.4371816431478637e-05,process
39815,p_1413336,7,2,51839.98142402944,0.00021934634788330773,process
39816,p_1777614,183,0,0.0,0.00446004240696059,process
39817,p_2979753,1,0,0.0,2.4371816431478637e-05,process
39818,p_1784779,190,0,0.0,0.004630645121980941,process
39819,p_2675496,7,2,202156.53873339974,0.00021934634788330773,process
39820,p_2681446,145,0,0.0,0.0035339133825644025,process
39821,p_1409588,1,0,0.0,2.4371816431478637e-05,process
39822,p_1410563,1,0,0.0,2.4371816431478637e-05,process
39823,p_2977778,5,2,330368.3790871091,0.00017060271502035047,process
39824,p_2677359,1,0,0.0,2.4371816431478637e-05,process
39825,p_1413295,7,2,456404.1511261916,0.00021934634788330773,process
39826,p_1414328,128,0,0.0,0.0031195925032292656,process
39827,p_1777939,186,0,0.0,0.004533157856255026,process
39828,p_2681458,142,0,0.0,0.0034607979332699663,process
39829,p_1783767,7,2,103105.33382715198,0.00021934634788330773,process
39830,p_2974001,147,0,0.0,0.00358265701542736,process
39831,p_1777884,178,0,0.0,0.004338183324803197,process
39832,p_2973001,6,1,187.70269393982392,0.00017060271502035047,process
39833,p_2678474,1,0,0.0,2.4371816431478637e-05,process
39834,p_2679271,7,2,42334.46773736787,0.00021934634788330773,process
39835,p_1782162,1,0,0.0,2.4371816431478637e-05,process
39836,p_2977474,1,0,0.0,2.4371816431478637e-05,process
39837,p_1779283,7,2,173079.18368807953,0.00021934634788330773,process
39838,p_1778307,7,2,54213.73138340327,0.00021934634788330773,process
39839,7840.0,1,2,12852.0,7.311544929443592e-05,file
39840,p_2679823,3,2,25874.097930763568,0.00012185908215739318,process
39841,p_1781804,7,2,15957.226041350064,0.00021934634788330773,process
39842,p_1414585,5,2,677615.2372756072,0.00017060271502035047,process
39843,p_2974873,3,2,25815.641306450598,0.00012185908215739318,process
39844,p_1412490,1,0,0.0,2.4371816431478637e-05,process
39845,p_1407503,5,0,0.0,0.00012185908215739318,process
39846,p_1407062,3,2,42728.697612384894,0.00012185908215739318,process
39847,p_1409768,3,2,25760.554154178444,0.00012185908215739318,process
39848,p_2681477,1,0,0.0,2.4371816431478637e-05,process
39849,p_2678256,6,1,38616.43354279663,0.00017060271502035047,process
39850,p_2979762,142,0,0.0,0.0034607979332699663,process
39851,p_1412533,1,0,0.0,2.4371816431478637e-05,process
39852,p_1778108,1,0,0.0,2.4371816431478637e-05,process
39853,p_2675838,146,0,0.0,0.003558285198995881,process
39854,p_1781694,7,2,42065.975754309016,0.00021934634788330773,process
39855,p_2674801,131,0,0.0,0.0031927079525237013,process
39856,p_1782560,184,0,0.0,0.0044844142233920695,process
39857,p_2675985,146,0,0.0,0.003558285198995881,process
39858,p_1780710,7,2,138589.95115984775,0.00021934634788330773,process
39859,p_2978347,1,0,0.0,2.4371816431478637e-05,process
39860,p_1783920,174,0,0.0,0.0042406960590772825,process
39861,p_2973175,161,0,0.0,0.00392386244546806,process
39862,p_2979189,1,0,0.0,2.4371816431478637e-05,process
39863,p_2677902,7,2,31790.472166793897,0.00021934634788330773,process
39864,p_2676608,7,2,75939.73633643471,0.00021934634788330773,process
39865,p_1781463,7,2,51455.65387666267,0.00021934634788330773,process
39866,p_1782919,175,0,0.0,0.004265067875508762,process
39867,p_1412265,128,0,0.0,0.0031195925032292656,process
39868,p_2979428,138,0,0.0,0.003363310667544052,process
39869,p_2979595,145,0,0.0,0.0035339133825644025,process
39870,p_1783883,184,0,0.0,0.0044844142233920695,process
39871,p_1782789,160,0,0.0,0.0038994906290365818,process
39872,p_1784883,7,2,38558.76279773323,0.00021934634788330773,process
39873,p_1411032,7,2,41133.48556730923,0.00021934634788330773,process
39874,p_2679086,7,2,47701.673902648654,0.00021934634788330773,process
39875,p_1782395,1,0,0.0,2.4371816431478637e-05,process
39876,p_2979436,155,0,0.0,0.0037776315468791887,process
39877,p_2976989,1,0,0.0,2.4371816431478637e-05,process
39878,p_2976707,1,0,0.0,2.4371816431478637e-05,process
39879,p_1783211,1,0,0.0,2.4371816431478637e-05,process
39880,p_2681810,1,0,0.0,2.4371816431478637e-05,process
39881,p_1411880,1,0,0.0,2.4371816431478637e-05,process
39882,p_2674975,7,2,365518.76109409187,0.00021934634788330773,process
39883,p_2676436,158,0,0.0,0.003850746996173625,process
39884,p_1780957,174,0,0.0,0.0042406960590772825,process
39885,p_1785008,1,0,0.0,2.4371816431478637e-05,process
39886,p_2974757,1,0,0.0,2.4371816431478637e-05,process
39887,p_1414062,127,0,0.0,0.003095220686797787,process
39888,p_2678322,148,0,0.0,0.0036070288318588383,process
39889,p_1413503,4,2,405277.77327372634,0.00014623089858887184,process
39890,p_1410396,136,0,0.0,0.003314567034681095,process
39891,p_2979925,7,2,143732.90859647247,0.00021934634788330773,process
39892,p_1779656,1,0,0.0,2.4371816431478637e-05,process
39893,p_2681982,120,0,0.0,0.0029246179717774363,process
39894,p_1783433,7,2,39827.713933714884,0.00021934634788330773,process
39895,p_2680806,156,0,0.0,0.0038020033633106676,process
39896,p_2675661,7,2,322515.22520005034,0.00021934634788330773,process
39897,p_1781970,187,0,0.0,0.004557529672686505,process
39898,p_2979419,1,0,0.0,2.4371816431478637e-05,process
39899,p_1410794,1,0,0.0,2.4371816431478637e-05,process
39900,p_1780266,1,0,0.0,2.4371816431478637e-05,process
